
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server

  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:20 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 0s
  2026-05-13 01:03:21 ........................................................................................... ~ 1s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:22 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:23 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 0s
  2026-05-13 01:03:24 ........................................................................................... ~ 1s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 0s
  2026-05-13 01:03:25 ........................................................................................... ~ 1s
  2026-05-13 01:03:25 ........................................................................................... ~ 1s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:26 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:27 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 0s
  2026-05-13 01:03:28 ........................................................................................... ~ 1s
  2026-05-13 01:03:28 ........................................................................................... ~ 1s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 0s
  2026-05-13 01:03:29 ........................................................................................... ~ 1s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:30 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:31 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 0s
  2026-05-13 01:03:32 ........................................................................................... ~ 1s
  2026-05-13 01:03:32 ........................................................................................... ~ 1s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 0s
  2026-05-13 01:03:33 ........................................................................................... ~ 1s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:34 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:35 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 0s
  2026-05-13 01:03:36 ........................................................................................... ~ 1s
  2026-05-13 01:03:36 ........................................................................................... ~ 1s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:37 ........................................................................................... ~ 1s
  2026-05-13 01:03:37 ........................................................................................... ~ 1s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:38 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:39 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 0s
  2026-05-13 01:03:42 ........................................................................................... ~ 1s
  2026-05-13 01:03:42 ........................................................................................... ~ 1s
  2026-05-13 01:03:42 ........................................................................................... ~ 1s
  2026-05-13 01:03:42 ........................................................................................... ~ 1s
  2026-05-13 01:03:42 ........................................................................................... ~ 1s
  2026-05-13 01:03:43 ........................................................................................... ~ 0s
  2026-05-13 01:03:43 ........................................................................................... ~ 0s
  2026-05-13 01:03:43 ........................................................................................... ~ 0s
  2026-05-13 01:07:30 ........................................................................................... ~ 0s
  2026-05-13 01:07:30 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 0s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:32 ........................................................................................... ~ 1s
  2026-05-13 01:07:33 ........................................................................................... ~ 0s
  2026-05-13 01:07:33 ........................................................................................... ~ 0s
  2026-05-13 01:07:33 ........................................................................................... ~ 1s
  2026-05-13 01:07:33 ........................................................................................... ~ 1s
  2026-05-13 01:07:34 ........................................................................................... ~ 0s
  2026-05-13 01:07:34 ........................................................................................... ~ 0s
  2026-05-13 01:07:34 ........................................................................................... ~ 0s
  2026-05-13 01:07:36 ........................................................................................... ~ 0s
  2026-05-13 01:07:37 ........................................................................................... ~ 1s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 0s
  2026-05-13 01:07:38 ........................................................................................... ~ 1s
  2026-05-13 01:07:38 ........................................................................................... ~ 1s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 0s
  2026-05-13 01:07:39 ........................................................................................... ~ 1s
  2026-05-13 01:07:39 ........................................................................................... ~ 1s
  2026-05-13 01:07:40 ........................................................................................... ~ 0s
  2026-05-13 01:07:40 ........................................................................................... ~ 0s
  2026-05-13 01:07:40 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 0s
  2026-05-13 01:07:41 ........................................................................................... ~ 1s
  2026-05-13 01:07:42 ........................................................................................... ~ 1s
  2026-05-13 01:07:42 ........................................................................................... ~ 1s
  2026-05-13 01:07:43 ........................................................................................... ~ 0s
  2026-05-13 01:07:44 ........................................................................................... ~ 0s
  2026-05-13 01:07:45 ........................................................................................... ~ 0s
  2026-05-13 01:07:45 ........................................................................................... ~ 0s
  2026-05-13 01:07:45 ........................................................................................... ~ 1s
  2026-05-13 01:07:45 ........................................................................................... ~ 1s
  2026-05-13 01:07:46 ........................................................................................... ~ 0s
  2026-05-13 01:07:46 ........................................................................................... ~ 0s
  2026-05-13 01:07:46 ........................................................................................... ~ 0s
  2026-05-13 01:07:54 ........................................................................................... ~ 0s
  2026-05-13 01:07:54 ........................................................................................... ~ 0s
  2026-05-13 01:08:38 ........................................................................................... ~ 0s
  2026-05-13 01:08:38 ........................................................................................... ~ 0s
  2026-05-13 01:09:15 ........................................................................................... ~ 0s
  2026-05-13 01:09:15 ........................................................................................... ~ 0s
  2026-05-13 01:09:15 ........................................................................................... ~ 0s
  2026-05-13 01:09:15 ........................................................................................... ~ 1s
  2026-05-13 01:09:31 ........................................................................................... ~ 1s
  2026-05-13 01:09:32 ........................................................................................... ~ 0s
  2026-05-13 01:09:32 ........................................................................................... ~ 0s
  2026-05-13 01:09:43 ........................................................................................... ~ 1s
  2026-05-13 01:09:44 ........................................................................................... ~ 0s
  2026-05-13 01:10:03 ........................................................................................... ~ 1s
  2026-05-13 01:10:04 ........................................................................................... ~ 0s
  2026-05-13 01:10:19 ........................................................................................... ~ 0s
  2026-05-13 01:10:19 ........................................................................................... ~ 0s
  2026-05-13 01:10:35 ........................................................................................... ~ 0s
  2026-05-13 01:10:35 ........................................................................................... ~ 0s
  2026-05-13 01:11:24 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:26 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 0s
  2026-05-13 01:11:28 ........................................................................................... ~ 1s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:29 ........................................................................................... ~ 0s
  2026-05-13 01:11:36 ........................................................................................... ~ 0s
  2026-05-13 01:11:36 ........................................................................................... ~ 0s
  2026-05-13 01:11:36 ........................................................................................... ~ 0s
  2026-05-13 01:11:36 ........................................................................................... ~ 1s
  2026-05-13 01:11:46 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 0s
  2026-05-13 01:11:47 ........................................................................................... ~ 1s
  2026-05-13 01:11:48 ........................................................................................... ~ 0s
  2026-05-13 01:11:48 ........................................................................................... ~ 1s
  2026-05-13 01:11:53 ........................................................................................... ~ 0s
  2026-05-13 01:11:53 ........................................................................................... ~ 0s
  2026-05-13 01:11:53 ........................................................................................... ~ 1s
  2026-05-13 01:11:53 ........................................................................................... ~ 1s
  2026-05-13 01:18:26 ........................................................................................... ~ 0s
  2026-05-13 01:18:27 ........................................................................................... ~ 0s
  2026-05-13 01:18:27 ........................................................................................... ~ 0s
  2026-05-13 01:18:27 ........................................................................................... ~ 0s
  2026-05-13 01:18:27 ........................................................................................... ~ 0s
  2026-05-13 01:18:27 ........................................................................................... ~ 0s
  2026-05-13 01:18:45 ........................................................................................... ~ 0s
  2026-05-13 01:18:45 ........................................................................................... ~ 0s
  2026-05-13 01:18:45 .......................................................................................... ~ 12s
  2026-05-13 01:18:58 ........................................................................................... ~ 0s
  2026-05-13 01:18:58 ........................................................................................... ~ 0s
  2026-05-13 01:18:58 ........................................................................................... ~ 0s
  2026-05-13 01:19:04 ........................................................................................... ~ 0s
  2026-05-13 01:19:05 ........................................................................................... ~ 0s
  2026-05-13 01:19:05 ........................................................................................... ~ 0s
  2026-05-13 01:19:05 ........................................................................................... ~ 0s
  2026-05-13 01:19:05 ........................................................................................... ~ 0s
  2026-05-13 01:19:05 ........................................................................................... ~ 0s
  2026-05-13 01:19:09 ........................................................................................... ~ 0s
  2026-05-13 01:19:10 ........................................................................................... ~ 0s
  2026-05-13 01:20:08 ........................................................................................... ~ 0s
  2026-05-13 01:20:08 ........................................................................................... ~ 1s
  2026-05-13 01:20:26 ........................................................................................... ~ 1s
  2026-05-13 01:18:58 .......................................................................................... ~ 89s
  2026-05-13 01:20:27 ........................................................................................... ~ 0s
  2026-05-13 01:21:14 ........................................................................................... ~ 0s
  2026-05-13 01:21:35 ........................................................................................... ~ 0s
  2026-05-13 01:21:36 ........................................................................................... ~ 0s
  2026-05-13 01:21:36 ........................................................................................... ~ 0s
  2026-05-13 01:21:36 ........................................................................................... ~ 0s
  2026-05-13 01:21:36 ........................................................................................... ~ 0s
  2026-05-13 01:21:36 ........................................................................................... ~ 0s
  2026-05-13 01:21:42 ........................................................................................... ~ 1s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 0s
  2026-05-13 01:21:43 ........................................................................................... ~ 1s
  2026-05-13 01:21:52 ........................................................................................... ~ 0s
  2026-05-13 01:21:52 ........................................................................................... ~ 0s
  2026-05-13 01:21:52 ........................................................................................... ~ 0s
  2026-05-13 01:21:52 ........................................................................................... ~ 0s
  2026-05-13 01:21:52 ........................................................................................... ~ 1s
  2026-05-13 01:21:52 ........................................................................................... ~ 1s
  2026-05-13 01:21:53 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 0s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:09 ........................................................................................... ~ 1s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:11 ........................................................................................... ~ 0s
  2026-05-13 01:22:13 ........................................................................................... ~ 0s
  2026-05-13 01:22:13 ........................................................................................... ~ 0s
  2026-05-13 01:22:13 ........................................................................................... ~ 0s
  2026-05-13 01:22:13 ........................................................................................... ~ 0s
  2026-05-13 01:22:13 ........................................................................................... ~ 1s
  2026-05-13 01:22:13 ........................................................................................... ~ 1s
  2026-05-13 01:22:14 ........................................................................................... ~ 0s
  2026-05-13 01:22:14 ........................................................................................... ~ 0s
  2026-05-13 01:22:14 ........................................................................................... ~ 0s
